Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
YDDLLIA6,Nocturnal Enuresis: Intermediate rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC1,Nocturnal Enuresis: Severe rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC1,Nocturnal Enuresis: Severe rating -- Caretakers became annoyed by conduct,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC2,Nocturnal Enuresis: Severe rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC2,Nocturnal Enuresis: Severe rating -- Conduct prevented doing things with family,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC3,Nocturnal Enuresis: Severe rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC3,Nocturnal Enuresis: Severe rating -- Conduct prevented doing things with peers,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC4,"Nocturnal Enuresis: Severe rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC4,"Nocturnal Enuresis: Severe rating -- When problems were worst, doing schoolwork was difficult",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC5,Nocturnal Enuresis: Severe rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC5,Nocturnal Enuresis: Severe rating -- Conduct caused teacher/boss to become annoyed/upset,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC6,Nocturnal Enuresis: Severe rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLIC6,Nocturnal Enuresis: Severe rating -- Felt bad/upset when problems were worst,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLNMA,Nocturnal Enuresis: Impairment A -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLNMA,Nocturnal Enuresis: Impairment A -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLNMB,Nocturnal Enuresis: Impairment B -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLNMB,Nocturnal Enuresis: Impairment B -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLNMC,Nocturnal Enuresis: Impairment C -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLLNMC,Nocturnal Enuresis: Impairment C -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLMIMA,Encopresis: Impairment A -- last month -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLMIMA,Encopresis: Impairment A -- last month -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLMIMB,Encopresis: Impairment B -- last month -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLMIMB,Encopresis: Impairment B -- last month -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLMIMC,Encopresis: Impairment C -- last month -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLMIMC,Encopresis: Impairment C -- last month -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLMIMD,Impairment D -- last month -- impairment B or C,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLMIMD,Impairment D -- last month -- impairment B or C,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnam,Repeated voiding N M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnam,Repeated voiding N M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnay,Repeated voiding N Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnay,Repeated voiding N Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnbm,Frequency of twice a week for 3 months or distress N M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnbm,Frequency of twice a week for 3 months or distress N M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnby,Frequency of twice a week for 3 months or distress N Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnby,Frequency of twice a week for 3 months or distress N Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLncm,Age is at least 5 years N M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLncm,Age is at least 5 years N M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLncy,Age is at least 5 years N Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLncy,Age is at least 5 years N Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLndm,Not due to substance or medical condition N M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLndm,Not due to substance or medical condition N M,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLndw,Diurnal enuresis lifetime,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLndw,Diurnal enuresis lifetime,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLndy,Not due to substance or medical condition N Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLndy,Not due to substance or medical condition N Y,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnm,Past month: diagnosis for nocturnal enuresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnm,Past month: diagnosis for nocturnal enuresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNMIA,Nocturnal Enuresis: Impairment A -- last month -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNMIA,Nocturnal Enuresis: Impairment A -- last month -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNMIB,Nocturnal Enuresis: Impairment B -- last month -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNMIB,Nocturnal Enuresis: Impairment B -- last month -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNMIC,Nocturnal Enuresis: Impairment C -- last month -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNMIC,Nocturnal Enuresis: Impairment C -- last month -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNMRR,Nocturnal Enuresis: alternative diagnosis monthly,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNMRR,Nocturnal Enuresis: alternative diagnosis monthly,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnnw,Nocturnal enuresis lifetime,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLnnw,Nocturnal enuresis lifetime,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLny,Past year: diagnosis for nocturnal enuresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLny,Past year: diagnosis for nocturnal enuresis,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNYIA,Nocturnal Enuresis: Impairment A -- last year -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNYIA,Nocturnal Enuresis: Impairment A -- last year -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNYIB,Nocturnal Enuresis: Impairment B -- last year -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNYIB,Nocturnal Enuresis: Impairment B -- last year -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNYIC,Nocturnal Enuresis: Impairment C -- last year -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNYIC,Nocturnal Enuresis: Impairment C -- last year -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNYRR,Nocturnal Enuresis: alternative diagnosis yearly,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLNYRR,Nocturnal Enuresis: alternative diagnosis yearly,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLYIMA,Encopresis: Impairment A -- last year -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLYIMA,Encopresis: Impairment A -- last year -- at least one intermediate,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLYIMB,Encopresis: Impairment B -- last year -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLYIMB,Encopresis: Impairment B -- last year -- at least two intermediates,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLYIMC,Encopresis: Impairment C -- last year -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLYIMC,Encopresis: Impairment C -- last year -- at least one Severe,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLYIMD,Impairment D -- last year -- impairment B or C,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDDLYIMD,Impairment D -- last year -- impairment B or C,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01,Now I'd like you to think about __________'s whole life since [he/she] turned five years old (INTERVIEWER: point out age five on whole life chart).<p> Was there ever a time when [he/she] wet the bed at night since [he/she] turned five years old?,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01,Now I'd like you to think about __________'s whole life since [he/she] turned five years old (INTERVIEWER: point out age five on whole life chart).<p> Was there ever a time when [he/she] wet the bed at night since [he/she] turned five years old?,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01A,"Now, what about the last year?<p> Since [[NAME EVENT]/[NAME CURRENT MONTH] of last year], has [he/she] wet the bed at night?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01A,"Now, what about the last year?<p> Since [[NAME EVENT]/[NAME CURRENT MONTH] of last year], has [he/she] wet the bed at night?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01B,"In the last year, has [he/she] wet the bed three or more times?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01B,"In the last year, has [he/she] wet the bed three or more times?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01C,"In the last year, were there three months in a row when [he/she] wet the bed each month?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01C,"In the last year, were there three months in a row when [he/she] wet the bed each month?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01D,Did [he/she] wet the bed as often as twice a week for several weeks in a row?,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01D,Did [he/she] wet the bed as often as twice a week for several weeks in a row?,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01E,Did [he/she] wet [his/her] bed this often for as long as three months?,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01E,Did [he/she] wet [his/her] bed this often for as long as three months?,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01F,"Now what about the last four weeks?<p> Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]], has [he/she] wet [his/her] bed twice a week or more?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01F,"Now what about the last four weeks?<p> Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]], has [he/she] wet [his/her] bed twice a week or more?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01G,Has [he/she] wet [his/her] bed two or more times in the last four weeks?,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01G,Has [he/she] wet [his/her] bed two or more times in the last four weeks?,YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01H,"In the last four weeks, has [he/she] wet [his/her] bed at all?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01H,"In the last four weeks, has [he/she] wet [his/her] bed at all?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01I,"In the last year, did [he/she] wet [his/her] bed as often as twice a month for three months in a row?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01I,"In the last year, did [he/she] wet [his/her] bed as often as twice a month for three months in a row?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
YDQL01J,"Now what about the last four weeks?<p> Since [[NAME EVENT]//the beginning of/the middle of/the end of [LAST MONTH]], has [he/she] wet [his/her] bed two or more times?",YDQL,Mental Health - Elimination Disorders - Youth,2000,2004,Questionnaire,RDC Only
